Production_Budget,Domestic_Gross
95000000.00,26410477.00
55000000.00,48023088.00
50000000.00,43034523.00
20000000.00,4712792.00
10000000.00,89217875.00
9000000.00,2000093.00
60000000.00,125070033.00
10000000.00,29747603.00
10000000.00,150191.00
45000000.00,54767494.00
20000000.00,151101803.00
50000000.00,21587519.00
35000000.00,24139805.00
10000000.00,20777061.00
90000000.00,93427848.00
70000000.00,72679278.00
11900000.00,2022115.00
156000000.00,61433527.00
110000000.00,87242834.00
160000000.00,47225655.00
90000000.00,65075540.00
40000000.00,102470008.00
17000000.00,1361045.00
40000000.00,86260045.00
10000000.00,23591043.00
2100000.00,3330.00
60000000.00,58697076.00
20000000.00,73206343.00
9000000.00,35144505.00
1500000.00,27854931.00
1500000.00,2082980.00
75000000.00,34355263.00
35000000.00,6864016.00
16800000.00,6469813.00
13000000.00,18704596.00
5000000.00,72082999.00
5000000.00,9669521.00
1000000.00,63014.00
47000000.00,100546139.00
40000000.00,1738477.00
17000000.00,42065185.00
10000000.00,6900335.00
180000000.00,234037575.00
22500000.00,10663357.00
16000000.00,5083906.00
9000000.00,14431633.00
8500000.00,47695371.00
8000000.00,82703.00
150000000.00,248757044.00
26700000.00,3652206.00
18000000.00,3500605.00
12000000.00,51728731.00
77500000.00,1311213.00
58000000.00,363070709.00
50000000.00,28848693.00
37000000.00,46843513.00
65000000.00,76233151.00
29000000.00,27383770.00
19000000.00,97670358.00
12000000.00,27007844.00
200000000.00,532177324.00
36000000.00,31016021.00
125000000.00,54647948.00
110000000.00,100014092.00
75000000.00,270329045.00
40000000.00,31886361.00
46500000.00,7100177.00
38000000.00,60323786.00
65000000.00,10378555.00
25000000.00,169374490.00
125000000.00,33370166.00
7400000.00,22395806.00
85000000.00,44898413.00
15000000.00,12786243.00
5000000.00,138141585.00
40000000.00,26844692.00
25000000.00,64321890.00
27000.00,3547.00
150000000.00,395674792.00
38000000.00,72498466.00
150000000.00,45157105.00
25000000.00,32187017.00
60000000.00,9420546.00
29200000.00,2280004.00
21000000.00,557241.00
5000000.00,175484140.00
25000000.00,27793018.00
2000000.00,35312.00
127000000.00,226277068.00
160000000.00,504014165.00
18000000.00,2395410.00
5000000.00,10166820.00
120000000.00,85364450.00
58000000.00,30223972.00
25000000.00,18600152.00
125000000.00,174678355.00
110000000.00,40563557.00
250000000.00,225764765.00
90000000.00,8224288.00
12000000.00,11368012.00
10000000.00,1799322.00
30000000.00,18985794.00
20000000.00,587470.00
18000000.00,20497844.00
200000000.00,387805844.00
22000000.00,20710572.00
10000000.00,34121140.00
60000000.00,58060186.00
230000000.00,171037086.00
43000000.00,3740823.00
45000000.00,44900235.00
20000000.00,21906917.00
217000000.00,128866562.00
34000000.00,92558357.00
75000000.00,231351340.00
40000000.00,24938902.00
60000000.00,45011202.00
24000000.00,45018541.00
175000000.00,279991585.00
152000000.00,120086079.00
12000000.00,12929463.00
180000000.00,31023132.00
150000000.00,104641608.00
28000000.00,67206670.00
50000000.00,27365212.00
30000000.00,20095325.00
1000000.00,130874.00
195000000.00,79741080.00
5000000.00,13845101.00
80000000.00,175750384.00
55000000.00,114434010.00
40000000.00,92029184.00
185000000.00,168052812.00
175000000.00,39175066.00
42000000.00,45850343.00
